cost_multiplier,agent,action,duration,cost,level,time,phase,site_depth,hub_height,per_trip,phase_name,location
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,677.0095517496745,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,677.3262184163412,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Position Onsite,2.0,20833.333333333332,ACTION,679.3262184163412,MonopileInstallation,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,679.642885083008,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,680.642885083008,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Release Monopile,3.0,31250.0,ACTION,683.642885083008,MonopileInstallation,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,684.3659506183358,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,684.3692006183358,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,685.3692006183358,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,686.8692006183358,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,688.8692006183358,MonopileInstallation,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,689.8692006183358,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,690.8692006183358,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,694.8692006183358,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,695.1858672850025,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Position Onsite,2.0,20833.333333333332,ACTION,697.1858672850025,MonopileInstallation,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,697.5025339516692,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,698.5025339516692,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Release Monopile,3.0,31250.0,ACTION,701.5025339516692,MonopileInstallation,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,702.225599486997,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,702.228849486997,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,703.228849486997,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,704.728849486997,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,706.728849486997,MonopileInstallation,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,707.728849486997,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Delay,3.0,31250.0,ACTION,710.728849486997,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,711.728849486997,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,715.728849486997,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,716.0455161536637,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Transit,43.24324324324324,450450.4504504504,ACTION,759.2887593969069,MonopileInstallation,,,,,
,WTIV,Fasten Monopile,12.0,125000.0,ACTION,771.2887593969069,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Fasten Transition Piece,8.0,83333.33333333333,ACTION,779.2887593969069,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Fasten Monopile,12.0,125000.0,ACTION,791.2887593969069,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Fasten Transition Piece,8.0,83333.33333333333,ACTION,799.2887593969069,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Fasten Monopile,12.0,125000.0,ACTION,811.2887593969069,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Fasten Transition Piece,8.0,83333.33333333333,ACTION,819.2887593969069,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Fasten Monopile,12.0,125000.0,ACTION,831.2887593969069,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Fasten Transition Piece,8.0,83333.33333333333,ACTION,839.2887593969069,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Fasten Monopile,12.0,125000.0,ACTION,851.2887593969069,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Fasten Transition Piece,8.0,83333.33333333333,ACTION,859.2887593969069,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Fasten Monopile,12.0,125000.0,ACTION,871.2887593969069,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Fasten Transition Piece,8.0,83333.33333333333,ACTION,879.2887593969069,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
