cost_multiplier,agent,action,duration,cost,level,time,phase,phase_name,site_position_time,location,site_depth,hub_height
,Feeder 1,Jackup,1.6666666666666667,8333.333333333334,ACTION,265.9099099099099,MonopileInstallation,MonopileInstallation,20.0,,,
,WTIV,Position Onsite,20.0,208333.3333333333,ACTION,280.48885651589336,MonopileInstallation,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,280.80552318256,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,281.80552318256,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,284.80552318256,MonopileInstallation,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,285.5285887178878,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,285.5318387178878,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,286.5318387178878,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,288.0318387178878,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,290.0318387178878,MonopileInstallation,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,291.0318387178878,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,292.0318387178878,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,296.0318387178878,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,296.34850538455447,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Position Onsite,20.0,208333.3333333333,ACTION,316.34850538455447,MonopileInstallation,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,316.66517205122113,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,317.66517205122113,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,320.66517205122113,MonopileInstallation,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,321.38823758654894,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,321.3914875865489,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,322.3914875865489,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,323.8914875865489,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,325.8914875865489,MonopileInstallation,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,326.8914875865489,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,327.8914875865489,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,331.8914875865489,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,332.2081542532156,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Position Onsite,20.0,208333.3333333333,ACTION,352.2081542532156,MonopileInstallation,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,352.52482091988225,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,353.52482091988225,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,356.52482091988225,MonopileInstallation,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,357.24788645521005,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,357.25113645521003,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,358.25113645521003,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,359.75113645521003,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,361.75113645521003,MonopileInstallation,,,,,
,Feeder 0,ActiveFeeder,234.84122654530012,1174206.1327265005,ACTION,361.75113645521003,MonopileInstallation,,,Site,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,362.75113645521003,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,Feeder 0,Jackdown,1.6666666666666667,8333.333333333334,ACTION,363.4178031218767,MonopileInstallation,MonopileInstallation,20.0,,,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,363.75113645521003,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,Feeder 0,Transit,3.2432432432432434,16216.216216216217,ACTION,366.66104636511994,MonopileInstallation,,,,,
,Feeder 1,Queue,100.75113645521003,503755.68227605015,ACTION,366.66104636511994,MonopileInstallation,,,Site,,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,367.75113645521003,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,368.0678031218767,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,Feeder 0,Fasten Monopile,12.0,60000.0,ACTION,378.66104636511994,MonopileInstallation,MonopileInstallation,20.0,,,
,Feeder 0,Fasten Transition Piece,8.0,40000.0,ACTION,386.66104636511994,MonopileInstallation,MonopileInstallation,20.0,,,
,WTIV,Position Onsite,20.0,208333.3333333333,ACTION,388.0678031218767,MonopileInstallation,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,388.38446978854336,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,389.38446978854336,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,392.38446978854336,MonopileInstallation,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,393.10753532387116,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,393.11078532387114,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,394.11078532387114,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,395.61078532387114,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,397.61078532387114,MonopileInstallation,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,398.61078532387114,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,Feeder 0,Fasten Monopile,12.0,60000.0,ACTION,398.66104636511994,MonopileInstallation,MonopileInstallation,20.0,,,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,399.61078532387114,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,403.61078532387114,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,403.9274519905378,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,Feeder 0,Fasten Transition Piece,8.0,40000.0,ACTION,406.66104636511994,MonopileInstallation,MonopileInstallation,20.0,,,
,Feeder 0,Fasten Monopile,12.0,60000.0,ACTION,418.66104636511994,MonopileInstallation,MonopileInstallation,20.0,,,
,WTIV,Position Onsite,20.0,208333.3333333333,ACTION,423.9274519905378,MonopileInstallation,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,424.24411865720447,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,425.24411865720447,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,Feeder 0,Fasten Transition Piece,8.0,40000.0,ACTION,426.66104636511994,MonopileInstallation,MonopileInstallation,20.0,,,
,WTIV,Release Monopile,3.0,31250.0,ACTION,428.24411865720447,MonopileInstallation,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,428.9671841925323,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,428.97043419253225,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,429.97043419253225,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Delay,10.0,104166.66666666666,ACTION,439.97043419253225,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,441.47043419253225,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,443.47043419253225,MonopileInstallation,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,444.47043419253225,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,445.47043419253225,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,449.47043419253225,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,449.7871008591989,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Delay,4.0,41666.666666666664,ACTION,453.7871008591989,MonopileInstallation,,,,,
,Feeder 0,Delay,32.0,160000.0,ACTION,458.66104636511994,MonopileInstallation,MonopileInstallation,20.0,,,
,Feeder 0,Fasten Monopile,12.0,60000.0,ACTION,470.66104636511994,MonopileInstallation,MonopileInstallation,20.0,,,
,WTIV,Position Onsite,20.0,208333.3333333333,ACTION,473.7871008591989,MonopileInstallation,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,474.1037675258656,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,475.1037675258656,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,478.1037675258656,MonopileInstallation,,,,,
,Feeder 0,Fasten Transition Piece,8.0,40000.0,ACTION,478.66104636511994,MonopileInstallation,MonopileInstallation,20.0,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,478.8268330611934,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,478.83008306119336,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,479.83008306119336,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,481.33008306119336,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,483.33008306119336,MonopileInstallation,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,484.33008306119336,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,485.33008306119336,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,489.33008306119336,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,489.64674972786,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,Feeder 0,Fasten Monopile,12.0,60000.0,ACTION,490.66104636511994,MonopileInstallation,MonopileInstallation,20.0,,,
,Feeder 0,Fasten Transition Piece,8.0,40000.0,ACTION,498.66104636511994,MonopileInstallation,MonopileInstallation,20.0,,,
,WTIV,Position Onsite,20.0,208333.3333333333,ACTION,509.64674972786,MonopileInstallation,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,509.9634163945267,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,Feeder 0,Fasten Monopile,12.0,60000.0,ACTION,510.66104636511994,MonopileInstallation,MonopileInstallation,20.0,,,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,510.9634163945267,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,513.9634163945267,MonopileInstallation,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,514.6864819298545,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,514.6897319298545,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,515.6897319298545,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,517.1897319298545,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,Feeder 0,Fasten Transition Piece,8.0,40000.0,ACTION,518.66104636512,MonopileInstallation,MonopileInstallation,20.0,,,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,519.1897319298545,MonopileInstallation,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,520.1897319298545,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,521.1897319298545,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,Feeder 0,Transit,3.2432432432432434,16216.216216216217,ACTION,521.9042896083632,MonopileInstallation,,,,,
,Feeder 0,Position Onsite,2.0,10000.0,ACTION,523.9042896083632,MonopileInstallation,,,,,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,525.1897319298545,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,525.5063985965212,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,Feeder 0,Jackup,1.6666666666666667,8333.333333333334,ACTION,525.5709562750299,MonopileInstallation,MonopileInstallation,20.0,,,
,WTIV,Position Onsite,20.0,208333.3333333333,ACTION,545.5063985965212,MonopileInstallation,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,545.8230652631879,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,546.8230652631879,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,549.8230652631879,MonopileInstallation,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,550.5461307985157,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,550.5493807985157,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,551.5493807985157,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,553.0493807985157,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,555.0493807985157,MonopileInstallation,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,556.0493807985157,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,557.0493807985157,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,561.0493807985157,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,561.3660474651824,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Position Onsite,20.0,208333.3333333333,ACTION,581.3660474651824,MonopileInstallation,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,581.6827141318491,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,582.6827141318491,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,585.6827141318491,MonopileInstallation,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,586.405779667177,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,586.4090296671769,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,587.4090296671769,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,588.9090296671769,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,590.9090296671769,MonopileInstallation,,,,,
,Feeder 1,ActiveFeeder,224.24798330205698,1121239.9165102849,ACTION,590.9090296671769,MonopileInstallation,,,Site,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,591.9090296671769,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,Feeder 1,Jackdown,1.6666666666666667,8333.333333333334,ACTION,592.5756963338436,MonopileInstallation,MonopileInstallation,20.0,,,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,592.9090296671769,MonopileInstallation,MonopileInstallation,20.0,,22.5,
,Feeder 1,Transit,3.2432432432432434,16216.216216216217,ACTION,595.8189395770868,MonopileInstallation,,,,,
,Feeder 0,Queue,70.24798330205692,351239.9165102846,ACTION,595.8189395770868,MonopileInstallation,,,Site,,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,596.9090296671769,MonopileInstallation,MonopileInstallation,20.0,,22.5,
